Date	Last Price
1999-08-31	25990
1999-07-31	26030
1999-06-30	25850
1999-05-31	26040
1999-04-30	26330
1999-03-31	27740
1999-02-28	27750
1999-01-31	26050
1998-12-31	27330
1998-11-30	27420
1998-10-31	26880
1998-09-30	26870
1998-08-31	27170
1998-07-31	27550
1998-06-30	27930
1998-05-31	28120
1998-04-30	28140
1998-03-31	28820
1998-02-28	28760
1998-01-31	28020
1997-12-31	27420
1997-11-30	27750
1997-10-31	27840
1997-09-30	27540
1997-08-31	27150
1997-07-31	26510
1997-06-30	26580
1997-05-31	26960
1997-04-30	27090
1997-03-31	27020
1997-02-28	26920
1997-01-31	26790
1996-12-31	26440
1996-11-30	26050
1996-10-31	25990
1996-09-30	25870
1996-08-31	25800
1996-07-31	25740
1996-06-30	25700
1996-05-31	25660
1996-04-30	25690
1996-03-31	25620
1996-02-29	25520
1996-01-31	25480
1995-12-31	25720
1995-11-30	25580
1995-10-31	25550
1995-09-30	25570
1995-08-31	25540
1995-07-31	25290
1995-06-30	25270
1995-05-31	25290
1995-04-30	25190
1995-03-31	25100
1995-02-28	25180
1995-01-31	25200
1994-12-31	25140
1994-11-30	25160
1994-10-31	25260
1994-09-30	25020
1994-08-31	24640
1994-07-31	24840
1994-06-30	24940
1994-05-31	24860
1994-04-30	24850
1994-03-31	24880
1994-02-28	24780
1994-01-31	24820
1993-12-31	24750
1993-11-30	24680
1993-10-31	24750
1993-09-30	24820
1993-08-31	24630
1993-07-31	24590
1993-06-30	24290
1993-05-31	24170
1993-04-30	24080
1993-03-31	24390
1993-02-28	25350
1993-01-31	24970
1992-12-31	25030
1992-11-30	25220
1992-10-31	25020
1992-09-30	24750
1992-08-31	24430
1992-07-31	24325
1992-06-30	23820
1992-05-31	23730
1992-04-30	23500
1992-03-31	23370
1992-02-29	23940
1992-01-31	24340
1991-12-31	24350
1991-11-30	23850
1991-10-31	23490
1991-09-30	23490
1991-08-31	23430
1991-07-31	23190
1991-06-30	22696
1991-05-31	22310
1991-04-30	22105
1991-03-31	23200
1991-02-28	23100
1991-01-31	22950
1990-12-31	23860
1990-11-30	23630
1990-10-31	22660
1990-09-30	22685
1990-08-31	19580
1990-07-31	23410
1990-06-30	23260
1990-05-31	23680
1990-04-30	23980
1990-03-31	24090
1990-02-28	23120
1990-01-31	23320
1989-12-31	23760
1989-11-30	23600
1989-10-31	22900
1989-09-30	22450
1989-08-31	22355
1989-07-31	21825
1989-06-30	21685
1989-05-31	21075
1989-04-30	20995
1989-03-31	20345
1989-02-28	20015
1989-01-31	20210
1987-12-31	16742
1986-12-31	17660
1985-12-31	14921
1984-12-31	15934
1983-12-31	16755
1982-12-31	18760
1981-12-31	22485
1980-12-31	26851
1979-12-31	30511
1978-12-31	29604
1977-12-31	31070
1976-12-31	30550
1975-12-31	26994
1974-12-31	21452
1973-12-31	30780
1972-12-31	27016
1971-12-31	25323
1970-12-31	23409
