Date	Last Price
2006-03-31	5741.61
2006-02-28	5457.36
2006-01-31	6219.21
2005-12-30	5440.18
2005-11-30	5289.33
2005-10-31	5287.75
2005-09-30	5865.49
2005-08-31	5253.39
2005-07-29	4873.98
2005-06-30	4509.80
2005-05-31	4153.23
2005-04-29	3986.88
2005-03-31	4226.06
2005-02-28	4284.05
2005-01-31	3696.78
2004-12-31	3529.88
2004-11-30	3688.09
2004-10-29	3315.12
2004-09-30	3290.59
2004-08-31	2905.98
2004-07-30	3056.89
2004-06-30	2969.15
2004-05-31	2689.98
2004-04-30	2670.46
2004-03-31	2587.10
2004-02-27	2497.92
2004-01-30	2361.29
2003-12-31	2338.98
2003-11-28	2065.05
2003-10-31	2010.94
2003-09-30	1957.71
2003-08-29	1999.89
2003-07-31	1866.24
2003-06-30	1963.38
2003-05-30	1962.43
2003-04-30	1765.12
2003-03-31	1759.34
2003-02-28	1762.46
2003-01-31	1717.27
2002-12-31	1765.82
2002-11-29	1696.64
2002-10-31	1671.97
2002-09-30	1634.39
2002-08-30	1676.40
2002-07-31	1600.36
2002-06-28	1821.36
2002-05-31	1841.64
2002-04-30	1911.91
2002-03-29	1882.44
2002-02-28	1689.58
2002-01-31	1616.04
2001-12-31	1717.38
2001-11-30	1585.86
2001-10-31	1672.92
2001-09-28	1491.46
2001-08-31	1642.49
2001-07-31	1671.21
2001-06-29	1639.34
2001-05-31	1860.15
2001-04-30	1814.03
2001-03-30	1661.70
2001-02-28	1633.49
2001-01-31	1599.84
2000-12-29	1797.74
2000-11-30	1421.47
2000-10-31	1433.11
2000-09-29	1526.75
2000-08-31	1489.18
2000-07-31	1262.80
2000-06-30	1401.04
2000-05-31	1453.03
2000-04-28	1270.44
2000-03-31	1255.59
2000-02-29	1008.98
2000-01-31	1016.27
1999-12-31	1038.62
