"x"
-0.2154
-0.1347
0.0808
0.0269000000000004
0.2962
0.296200000000001
0.0808
-0.1077
-0.0537999999999998
-0.0808
0.0808
0.4847
0
-0.1078
-0.2962
0.1347
0.0537999999999998
-0.1346
0.0269000000000004
-0.1885
-0.2154
-0.4039
-0.2693
-0.2423
-0.0808
-0.1077
0
0.1077
-0.0268999999999999
-0.0270000000000001
0.1347
0.0268999999999999
0.2423
-0.0537999999999998
-0.0269000000000004
0.1615
0.188499999999999
0.242400000000001
-0.161600000000001
0.242400000000001
0.242299999999999
0
-0.107699999999999
0.269299999999999
0.296200000000001
0.242299999999999
0.1616
-0.1347
0.0808
0.1885
0.1347
0.0807000000000002
-0.0537999999999998
-0.0539000000000005
-0.107699999999999
-0.134600000000001
-0.0268999999999995
0
-0.1347
0.134600000000001
0.107799999999999
-0.107699999999999
-0.1885
-0.2424
-0.2423
-0.0808
0.1885
0.1885
0.1346
0.107699999999999
0.1616
0.1885
0
0
0.0537999999999998
-0.0268999999999995
-0.0539000000000005
0.1616
-0.107699999999999
-0.0808
0.2424
0.1346
0.0808
-0.1077
0
0.0808
0
-0.0538999999999996
0.0808
0.0268999999999995
0.0808
0.1077
0
-0.0268999999999995
-0.0269000000000004
-0.0270000000000001
0.0539000000000005
0.0808
-0.161600000000001
0.0539000000000005
-0.0270000000000001
-0.0808
0
-0.1077
-0.1346
0
0.0269000000000004
0.1347
0.0537999999999998
0.0539000000000005
-0.0270000000000001
0.0808
0.0539000000000005
0.0808
0.1346
0.0538999999999996
0.1346
0.134600000000001
0.1347
0.1077
-0.0270000000000001
0.0270000000000001
0.1346
0.1347
0.0537999999999998
0.1077
-0.0808
-0.0537999999999998
-0.1347
-0.3769
-0.3232
0
-0.0268999999999995
-0.1077
-0.0538999999999996
-0.1077
-0.1885
-0.2962
-0.1346
-0.1077
-0.1616
-0.1346
-0.1347
-0.0269000000000004
0.0269000000000004
0.1078
0.0268999999999995
-0.0808
-0.1346
-0.0808
-0.1885
-0.2424
-0.188499999999999
-0.0538000000000007
-0.0268999999999995
-0.1347
-0.107699999999999
-0.0537999999999998
-0.296200000000001
-0.1347
-0.1346
-0.1077
0.1077
0.2423
0.1347
0
-0.0808
-0.0808
0.0269000000000004
-0.2423
0.269299999999999
0.673100000000001
0.7271
0.5116
-0.2423
-0.3232
-0.2692
-0.2962
0.0268999999999995
0.1615
0.2424
0.2423
0
0.107699999999999
-0.107699999999999
-0.3769
-0.0539000000000005
-0.2962
0.2154
0.0539000000000005
0.3231
0.4308
0.1078
-0.0270000000000001
-0.1077
0
0.0808
0
0.215400000000001
0.1616
0.188499999999999
0.1346
0.0808
-0.107699999999999
-0.1616
0.0808
0.4039
0.1347
0.1346
0.134600000000001
0.107699999999999
0.1347
0.107699999999999
0.2154
0.242400000000001
-0.027000000000001
0.107700000000001
0.188499999999999
0
0.0269999999999992
-0.107799999999999
0.0539000000000005
-0.0539000000000005
-0.269200000000001
-0.5924
-0.7271
-0.5924
-0.134600000000001
-0.0538999999999996
0
-0.1077
-0.1346
0.0537999999999998
0.3232
0.3231
0.1885
0.1616
0.2692
0.0808
0
0.0539000000000005
0.0268999999999995
-0.0268999999999995
-0.0270000000000001
0.1616
0.2154
0.1077
0.4578
0.4039
0.215400000000001
0
-0.107700000000001
-0.269299999999999
-0.1884
0.1615
0.2424
0.2692
0.107799999999999
0.0538000000000007
0.188499999999999
0.134600000000001
0.215499999999999
0.3231
0.2423
0.296200000000001
0.3232
0.0268999999999995
0.4847
0.0808
0.134600000000001
0.1347
0
0.107699999999999
0.053799999999999
