"x"
41.4676
40.5165
40.0638
40.1573
40.0253
40.2772
40.6994
41.0998
41.6304
41.8135
41.8697
42.4414
43.0012
43.4229
43.5168
43.7327
43.9186
43.9637
44.2141
44.5182
44.6721
44.6585
45.3392
45.8294
45.5087
46.2277
46.8185
47.2684
47.6411
48.0116
48.073
48.1205
48.3189
48.3871
48.4761
48.5629
47.8481
48.1044
49.0265
50.0206
50.254
50.5801
50.5384
50.7458
50.8744
51.2559
51.6514
51.909
51.6278
51.8752
52.0446
51.4193
51.8856
51.8965
51.8097
51.4684
51.4597
51.8334
51.7531
51.7878
52.0679
52.082
51.87
50.8397
49.589
48.9482
48.6039
48.7563
49.5608
50.1908
51.0311
51.3708
51.0415
50.824
51.0826
50.858
51.1495
51.4101
51.7471
51.6826
51.4337
51.0281
50.435
49.8987
48.8685
49.8636
49.5323
49.075
48.7483
48.6214
48.4616
48.0192
47.9008
47.4371
47.283
46.9485
47.8234
47.5233
47.9244
48.5311
48.8239
49.123
49.8546
50.4443
51.178
51.5693
51.7993
52.0594
53.0985
53.3318
53.5929
53.91
54.2026
54.4014
54.5521
54.6083
54.4466
54.4406
54.624
54.6416
54.6322
54.7825
54.8653
54.7459
54.8255
54.7989
54.5396
54.7055
54.8906
54.7199
54.9124
55.4412
55.7481
55.3568
54.9625
55.0413
55.1226
54.9005
55.2592
55.1567
55.2975
55.5332
55.7557
56.2845
56.0882
56.8275
56.9098
57.2701
57.6322
57.9307
58.3258
58.7636
58.9951
59.781
60.0726
60.4095
60.3976
60.7003
60.8501
61.2031
61.0797
61.2569
61.2659
61.5731
61.3807
61.6453
61.7944
62.0743
62.2574
61.9819
62.1369
62.1276
61.7744
61.7697
61.1738
61.7732
61.5796
61.4966
61.7044
62.0428
61.729
62.2896
62.5999
62.4359
62.6258
62.8382
62.7284
62.9475
62.9523
62.5845
61.7887
61.3352
61.1355
60.6838
60.3346
60.4938
61.0633
61.5581
61.7305
61.7298
62.2195
62.1855
62.0871
61.7852
61.4616
61.8955
62.4232
62.897
63.104
63.1363
63.7176
63.3613
63.5703
63.9995
64.2422
64.3507
64.5978
64.9089
64.8522
65.0301
64.784
64.9301
65.1052
65.0267
65.3717
65.8509
66.1518
66.5436
66.7351
66.774
67.4552
67.8541
68.1663
68.6265
68.7178
69.1785
69.3961
69.9544
70.4326
71.1523
71.2734
71.193
71.3113
71.1882
71.5378
71.7749
71.4748
72.4223
72.7144
72.5866
72.7779
73.0305
72.6125
73.6752
73.585
74.3172
74.8726
75.4433
75.4549
75.8411
76.3158
76.3384
77.0397
77.5333
77.6562
78.5833
79.082
79.1747
79.6133
79.9792
80.6624
81.4694
82.2156
82.9446
83.5978
83.9538
84.3218
84.4583
84.488
84.7779
85.3367
84.8248
84.4986
86.248
86.2021
86.7914
86.7256
87.1185
87.4949
88.027
88.2267
88.4295
88.9886
88.9188
89.4333
89.7924
89.4299
90.523
90.9618
91.6634
91.538
91.8239
92.1504
92.6989
92.9499
92.9862
92.8048
92.5521
92.9792
92.6179
92.6438
92.3415
91.902
91.3034
91.1162
90.7891
90.3555
89.8784
89.3028
89.2003
88.7485
88.5052
87.97
87.9324
88.5176
88.5278
89.1686
89.604
89.964
90.7061
90.6769
90.5762
90.6531
90.4643
90.9711
90.4652
91.2361
91.3445
91.1044
90.5617
90.537
90.6527
91.1185
90.9197
91.5059
91.6186
92.2329
92.2602
92.4006
92.958
92.5861
92.93
93.6013
92.871
93.5649
93.6277
93.7467
94.5465
94.7813
95.5365
95.8801
96.5761
96.4456
96.6532
96.7402
97.1753
96.8676
97.1833
95.3005
96.4572
97.5414
98.0452
98.1999
98.2413
98.4628
98.7618
98.7869
99.0997
99.0489
99.4836
99.3183
99.2044
99.1627
100.1735
99.8346
100.7753
100.9547
101.6334
101.7306
101.7893
101.6672
101.863
102.0894
101.8015
102.3446
102.3803
102.2448
101.8438
101.5336
100.8785
100.2674
100.0335
99.676
98.1111
93.7895
94.7219
93.4715
90.8357
88.57
88.031
86.6528
85.9344
85.0665
84.7459
85.7027
86.6426
87.4063
87.6419
88.0221
88.3793
89.3426
89.6779
90.2928
90.5991
91.823
91.9928
92.3421
92.6805
92.9537
92.6903
92.7709
93.6787
